"clone","virulence"
"T1_3",10.1168675670495
"T1_4",0.02797846632761
"T1_5",5.06259537341215
"T1_6",0.0121795536654665
"T1_7",8.99813804137525
"T1_8",0.0452030029559432
"T2_1",8.75658647891178
"T2_2",4.73871479530725
